#Table1
u,g,r,i,z,class,redshift,plate,mjd,fiberid
17.75306,18.06619,18.50758,18.79451,19.15798,STAR,-0.0003399491,4064,55366,738
19.01796,17.66954,17.09862,16.87314,16.74286,STAR,0.0001296654,3426,54977,394
19.32366,17.76229,17.14011,16.89203,16.75324,STAR,-0.0003832409,2175,54612,86
17.73855,18.23877,17.24958,16.76188,16.39461,GALAXY,0.2574905,345,51690,394
18.54003,17.1957,16.64404,16.40829,16.27943,STAR,-0.0003417514,344,51693,552
19.20978,19.11937,18.82952,18.81747,18.917,QSO,1.210009,2207,53558,417
17.2359,16.01047,15.51757,15.3232,15.26089,STAR,9.244966E-05,2189,54624,229
19.45737,17.33435,16.30042,15.84014,15.46941,GALAXY,0.1042431,979,52427,176
19.17037,17.12657,16.14485,15.64994,15.28181,GALAXY,0.06094531,345,51690,311
19.54129,19.32209,19.23352,18.99193,18.9823,QSO,1.864097,1424,52912,591
18.95179,17.69372,17.1467,16.69937,16.62318,GALAXY,0.04843511,1693,53446,172
19.15456,18.18746,17.84231,17.69453,17.62797,STAR,8.257867E-05,2178,54629,242
19.00948,17.91663,17.65544,17.4595,17.39871,GALAXY,0.03346118,2208,53880,398
19.57921,18.09712,17.46786,17.24012,17.08909,STAR,-1.785538E-05,2527,54569,21
19.4682,17.90755,17.14293,16.72666,16.46786,GALAXY,0.06291242,1570,53149,204
18.31696,16.43268,15.58731,15.17285,14.86454,GALAXY,0.04851779,1693,53446,624
18.12744,16.6115,16.01104,15.78551,15.70109,STAR,0.0003028205,2178,54629,380
17.07944,15.53764,14.90422,14.65494,14.53289,STAR,-0.000229593,2178,54629,227
17.01477,15.36584,14.56822,14.12604,13.77953,GALAXY,0.0492345,1687,53260,380
19.05408,18.19419,17.90542,17.81849,17.76304,STAR,-0.0005144537,4070,55681,154
19.08104,17.16231,16.16011,15.68462,15.30839,GALAXY,0.05196951,344,51693,488
17.27248,16.17107,16.38495,16.56989,16.66097,STAR,-0.0002504268,2175,54612,576
19.52374,17.62561,16.60975,16.13617,15.74627,GALAXY,0.0513102,344,51693,493
19.57813,17.65896,16.69261,16.19901,15.85662,GALAXY,0.124861,1414,53135,41
18.90299,17.56853,17.01216,16.78244,16.63079,STAR,-0.0002165805,2175,54612,550
19.18036,18.1299,17.75441,17.56259,17.47902,GALAXY,0.05229622,2201,53904,35
18.39002,16.44016,15.54138,15.07096,14.75253,GALAXY,0.06687658,979,52427,629
19.26315,17.76527,17.07897,16.79041,16.66387,STAR,-0.0002449437,2178,54629,278
16.95719,15.80796,15.47645,15.36561,15.36655,STAR,-0.0001288999,980,52431,77
18.55029,16.98853,16.26335,15.78148,15.51588,GALAXY,0.06763974,1569,53168,338
19.32497,18.30271,17.68941,17.31369,17.11732,GALAXY,0.1560146,2208,53880,303
19.22626,17.12621,16.063,15.60296,15.25573,GALAXY,0.0848001,980,52431,24
18.54462,17.61825,17.21475,17.04751,16.95762,STAR,-0.0006650405,2178,54629,279
18.8571,17.31983,16.63654,16.23455,15.94553,GALAXY,0.05026632,345,51690,306
19.0094,17.22472,16.42462,16.02597,15.75872,GALAXY,0.0379313,1687,53260,446
19.5765,17.90447,16.96262,16.53453,16.25515,GALAXY,0.1054527,979,52427,193
19.34857,18.03385,17.25598,16.83594,16.55483,GALAXY,0.1632753,1730,53498,437
17.92962,16.92323,16.57328,16.43905,16.37948,STAR,-0.0003298522,2208,53880,403
19.09072,17.70454,16.92983,16.52038,16.2073,GALAXY,0.1014966,2526,54582,119
19.14436,17.98862,17.5177,17.17977,17.00093,GALAXY,0.06771764,2198,53918,109
19.27742,17.94213,17.25159,16.82276,16.55212,GALAXY,0.1191369,979,52427,318
18.9113,17.41953,16.84208,16.62745,16.5423,STAR,-7.943092E-05,2180,54613,183
18.53108,17.17452,16.51027,16.22239,16.05377,STAR,-0.0004952415,344,51693,89
16.98196,15.94657,15.59023,15.45072,15.40959,STAR,-6.013272E-06,2180,54613,517
19.14955,17.7238,17.15812,16.95813,16.86002,STAR,-6.476614E-05,2175,54612,509
19.55324,17.54377,16.60699,16.15839,15.80445,GALAXY,0.06301404,2527,54569,634
17.2776,16.33169,15.99724,15.86514,15.81338,STAR,-2.127742E-05,2178,54629,354
18.03891,16.06377,15.12632,14.68019,14.34809,GALAXY,0.07232131,2526,54582,144
19.18238,18.97853,18.77933,18.89677,18.96138,QSO,1.047541,2201,53904,582
19.46268,17.53579,16.46027,16.02753,15.63484,GALAXY,0.1214482,1570,53149,576
19.19652,18.23931,17.99527,17.90548,17.90714,STAR,-0.0008916528,2186,54327,524
19.49123,19.58894,19.96949,20.29666,20.66162,STAR,-0.0001061938,1414,53135,127
18.01232,17.11788,16.77553,16.61564,16.5419,STAR,-3.831326E-05,2970,54589,96
19.30532,18.35376,17.99942,17.8761,17.85477,STAR,0.0003071123,5204,56036,48
18.89288,17.66217,17.08656,16.78946,16.52114,GALAXY,0.1159972,980,52431,170
17.00882,15.73598,15.87195,15.97716,16.05167,STAR,-0.0005980464,2182,53905,564
19.39034,17.65184,16.95681,16.68294,16.5404,STAR,-0.0001643033,2180,54613,501
17.70762,15.99035,15.21035,14.81055,14.51972,GALAXY,0.02250559,1570,53149,485
19.16759,17.641,16.85728,16.46245,16.25105,GALAXY,0.157406,1837,53494,536
17.57535,16.59298,16.3016,16.18334,16.16412,STAR,-0.0005144852,1659,53224,543
18.68841,17.77023,17.47998,17.35522,17.33237,STAR,-0.0007871269,2527,54569,127
18.43375,16.72197,16.09985,15.90925,15.82084,STAR,-2.779004E-05,2175,54612,194
16.18139,15.23855,14.94491,14.8565,14.82664,STAR,-0.0006555998,2175,54612,180
18.55308,17.26698,16.57493,16.11415,15.81653,GALAXY,0.05792281,344,51693,390
19.25408,18.10455,17.99111,18.01655,18.03933,STAR,-0.000311468,979,52427,430
19.17381,18.87871,18.71922,18.73867,18.68634,QSO,1.298519,979,52427,356
18.71714,18.41354,18.32061,18.21943,18,QSO,2.13015,1692,53473,81
19.05973,16.62805,15.38181,15.05097,14.82825,STAR,-2.450536E-05,2525,54569,26
19.569,17.55773,16.43719,15.93667,15.55261,GALAXY,0.1283159,1570,53149,315
18.55616,18.51263,18.84986,19.07855,19.29823,STAR,6.706596E-05,2186,54327,401
18.28226,16.78725,15.9654,15.53525,15.19702,GALAXY,0.0491135,2528,54571,356
18.17538,16.83504,16.19981,15.84552,15.58931,GALAXY,0.04579933,1424,52912,523
16.87809,15.4279,14.87433,14.66676,14.58189,STAR,-0.000590759,2180,54613,498
18.87981,17.80734,17.37167,17.10699,16.98884,QSO,1.293569,1659,53224,291
18.8702,16.87839,15.9861,15.55174,15.20689,GALAXY,0.05288252,2969,54586,155
18.27082,17.43238,16.91404,16.50549,16.31725,GALAXY,0.1099357,2527,54569,508
17.9798,16.44495,15.90835,15.61996,15.42201,GALAXY,0.03278297,2527,54569,184
19.48036,18.20477,17.40055,16.98897,16.71926,GALAXY,0.177965,1659,53224,567
18.43546,16.98983,16.43438,16.11486,15.92493,GALAXY,0.08237102,979,52427,525
17.58385,16.76285,16.81656,16.76827,16.04096,GALAXY,0.06301358,1693,53446,525
19.11639,17.24335,16.30478,15.78358,15.36439,QSO,0.03290141,595,52023,62
18.85451,17.53164,16.95771,16.7266,16.60548,STAR,-0.0008708943,2175,54612,225
17.77673,16.81582,16.41809,16.23848,16.18006,STAR,8.417663E-05,2180,54613,460
16.57344,15.66392,15.12727,15.03953,14.98631,STAR,-0.0003832942,2175,54612,231
16.90168,17.35785,17.92497,18.27299,18.57952,STAR,-0.0002557357,4074,55679,830
15.95051,15.46155,14.87652,14.72679,14.58112,GALAXY,0.04706476,1729,53858,533
19.37347,17.33467,16.37309,15.92871,15.57458,GALAXY,0.05642567,1414,53135,564
19.5362,19.22232,19.07598,18.88051,18.66478,QSO,0.4297908,1693,53446,313
16.17014,14.78521,14.25588,14.05536,13.97733,STAR,-9.175254E-05,2201,53904,171
18.22383,16.8763,16.14459,15.70869,15.41496,GALAXY,0.08138642,2969,54586,140
19.26155,18.17657,18.3177,18.4889,18.60116,STAR,-0.0003526873,2969,54586,148
17.01163,15.86348,15.47377,15.33483,15.31049,STAR,0.0001753404,1659,53224,294
19.43181,19.31795,19.17118,19.06586,19.2024,QSO,1.434809,1837,53494,167
19.36116,17.90687,17.29411,17.05184,16.95472,STAR,9.32152E-05,2180,54613,534
17.73872,16.67535,16.36807,16.27755,16.25882,STAR,4.88225E-05,2175,54612,234
16.38905,15.37405,15.03348,14.87271,14.80748,STAR,0.0001484965,2180,54613,457
18.96448,17.09422,16.08517,15.62521,15.25108,GALAXY,0.1193859,977,52410,85
19.36743,17.62855,16.78446,16.3245,16.03376,GALAXY,0.09276906,2201,53904,482
18.17901,16.75065,16.2151,16.00133,15.9125,STAR,6.650446E-05,2177,54557,631
19.33736,18.3771,18.04299,17.91648,17.83584,STAR,0.0005044552,5207,56018,646
19.53495,18.41266,18.19221,18.16571,18.20346,STAR,-6.600383E-05,2526,54582,227
19.4209,18.16283,17.47774,17.07091,16.76716,GALAXY,0.1063378,343,51692,75
16.58628,15.48617,15.48962,15.54815,15.61446,STAR,-0.0001387948,2198,53918,494
18.95549,17.71321,17.23759,17.05839,16.97372,STAR,-0.0002178706,2525,54569,113
17.09687,15.66354,15.04704,14.81102,14.71879,STAR,-9.171605E-05,2175,54612,263
17.83378,16.48226,15.9317,15.69924,15.59732,STAR,-0.0004431058,2177,54557,79
18.12718,16.99696,16.5939,16.43113,16.37388,STAR,-0.0001779034,2191,54621,355
18.68673,18.5166,18.27007,18.27567,18.40401,QSO,1.222905,2525,54569,97
19.5563,19.38242,19.28975,19.05797,19.00505,QSO,1.611034,1837,53494,410
19.23666,17.39386,16.42371,15.99481,15.65379,GALAXY,0.09159537,1692,53473,116
17.21543,16.15722,15.92923,15.86903,15.86446,STAR,4.190002E-05,2177,54557,116
19.41537,18.53185,18.26238,18.12239,18.08947,STAR,-0.0003771024,2188,54595,550
18.4015,17.13877,16.94283,16.8762,16.82602,STAR,-0.0003223274,2180,54613,323
19.58159,18.28845,17.60132,17.23193,16.98347,GALAXY,0.1047131,2526,54582,272
18.58901,18.54809,18.72797,18.89542,19.1236,STAR,-0.0002555325,5207,56018,460
17.28305,15.61892,14.88835,14.48007,14.19223,GALAXY,0.0359385,4061,55362,568
17.27684,16.23451,15.76104,15.5463,15.45343,STAR,-0.0003077215,2177,54557,121
18.50687,16.73987,15.74083,15.26771,14.91887,GALAXY,0.09499384,1571,53174,243
19.26778,17.94077,17.47166,17.31949,17.23202,STAR,-0.0002446723,2180,54613,343
18.42887,16.87463,16.31152,16.10443,15.99159,STAR,0.0001757727,2180,54613,446
17.86223,16.8139,17.04206,17.22342,17.37081,STAR,1.039119E-05,595,52023,99
19.27676,17.1447,16.09293,15.64696,15.27993,GALAXY,0.1054712,1729,53858,409
19.11366,17.78525,17.09789,16.66847,16.40192,GALAXY,0.05563159,1414,53135,460
19.4237,17.59886,16.56332,16.07788,15.7291,GALAXY,0.1500194,1854,53566,552
19.06695,17.46965,16.49038,16.04248,15.71001,GALAXY,0.1494422,2198,53918,174
18.8862,17.89956,17.37196,16.94392,16.86312,GALAXY,0.1436635,2527,54569,300
19.04629,18.51917,18.22697,18.05431,17.25784,QSO,0.3716481,1414,53135,530
19.50289,19.34986,19.29828,18.93044,18.91806,QSO,1.770578,1729,53858,237
18.9364,17.9991,17.47994,17.10966,16.90286,GALAXY,0.09480091,1659,53224,406
18.53271,17.31795,16.82884,16.63688,16.53794,STAR,-0.0005239386,2829,54623,11
18.92466,16.96773,16.02541,15.6053,15.25694,GALAXY,0.07710508,2527,54569,465
18.83848,17.40714,16.66242,16.26283,15.99484,GALAXY,0.1015946,1728,53228,533
19.09663,17.80794,17.30695,17.12152,17.0469,STAR,-0.0004270194,977,52410,253
19.37503,18.43633,18.15177,18.00165,17.98485,STAR,-0.0002850407,2191,54621,336
19.4159,18.13977,17.36889,16.826,16.51881,GALAXY,0.106013,595,52023,506
18.49247,17.12211,16.41731,16.02367,15.74539,GALAXY,0.1075476,2201,53904,271
18.13044,17.02909,16.51126,16.29868,16.18573,STAR,-0.0003361365,2175,54612,357
19.18848,18.86542,18.68198,18.76186,18.68109,QSO,0.8980199,1571,53174,543
19.42063,18.04087,17.3519,16.97313,16.66999,GALAXY,0.06459843,1822,53172,603
19.34347,19.05484,19.02682,18.79572,18.86056,QSO,1.58534,2969,54586,608
18.61625,16.58682,15.67441,15.25331,14.914,GALAXY,0.06432393,1822,53172,578
18.8289,17.36859,16.63828,16.23095,15.8934,GALAXY,0.03527649,1691,53260,3
19.25686,18.33245,18.0274,17.92941,17.88432,STAR,-0.0002179405,4893,55709,828
18.98237,17.54115,16.95403,16.72174,16.61309,STAR,-7.485118E-05,2808,54524,91
19.08925,17.90518,17.24444,16.84689,16.65044,GALAXY,0.1167392,1837,53494,339
19.51342,17.97675,17.42083,17.22394,17.12805,STAR,-9.915243E-05,2177,54557,542
19.4704,18.536,18.2255,18.09371,18.04059,STAR,-9.356349E-06,2188,54595,554
18.59091,17.65567,17.33818,17.02941,16.95837,GALAXY,0.06137268,1571,53174,462
19.45149,17.96828,17.33957,17.00699,16.88167,GALAXY,0.0642336,2970,54589,197
17.98749,17.63986,17.62483,17.51446,17.40864,QSO,0.4518049,2527,54569,297
18.89621,16.87236,15.87265,15.43091,15.06633,GALAXY,0.09570296,1571,53174,297
19.5532,18.8058,18.57437,18.22071,18.25216,GALAXY,0.09211781,1692,53473,270
19.3296,18.16733,17.85959,17.65198,17.61544,GALAXY,0.03808866,1571,53174,563
17.81068,16.23083,15.64755,15.45418,15.35329,STAR,-0.0001487165,2177,54557,505
18.31236,17.12992,16.68525,16.44637,16.3133,GALAXY,0.03815116,1571,53174,602
19.56577,18.32955,17.63437,17.19892,17.0088,GALAXY,0.07316006,595,52023,169
18.16759,16.11523,15.18849,14.75945,14.4374,GALAXY,0.07350396,2201,53904,440
19.28371,18.08218,17.59173,17.30184,17.12638,GALAXY,0.04212493,2523,54572,629
18.99319,17.50026,16.71293,16.27503,15.95919,GALAXY,0.06454962,1837,53494,346
19.3436,16.88907,15.87658,15.5176,15.33947,STAR,-0.0001066745,980,52431,448
19.22844,17.99179,17.43487,17.04498,16.92274,GALAXY,0.1058562,1692,53473,561
17.44272,15.82748,15.24291,15.03963,14.95547,STAR,6.261053E-06,2177,54557,191
19.0334,18.0089,17.6056,17.42033,17.37003,STAR,-0.0005200886,1571,53174,489
19.17065,18.76816,18.9607,19.1646,19.38619,STAR,0.0002106767,1822,53172,83
18.11433,17.10023,16.70369,16.46824,16.3192,GALAXY,0.03682228,1658,53240,16
18.5164,17.13186,16.53709,16.19485,15.98399,GALAXY,0.06541942,1822,53172,522
16.49366,15.38876,14.98707,14.8317,14.7712,STAR,1.56789E-05,2808,54524,247
15.87731,15.98891,16.39285,16.70746,16.93355,STAR,0.0002014856,343,51692,446
19.56134,18.13461,17.38976,16.98587,16.71053,GALAXY,0.1192448,1728,53228,224
18.39924,16.62842,15.82001,15.43132,15.12088,GALAXY,0.02860466,977,52410,599
17.35834,15.74595,14.92407,14.5077,14.14876,GALAXY,0.03894358,1572,53177,26
19.21315,17.21549,16.25149,15.80382,15.46266,GALAXY,0.08190133,978,52441,53
19.27667,17.69904,16.81497,16.41908,16.097,GALAXY,0.07709107,2197,53555,13
19.17058,17.68556,16.94422,16.52298,16.19209,GALAXY,0.0469116,2951,54592,53
18.61802,17.71467,17.38972,17.25503,17.20136,STAR,-0.0004640233,2177,54557,234
19.04455,18.83973,18.68596,18.68121,18.51048,GALAXY,0,2198,53918,8
18.62665,17.42021,16.8345,16.45568,16.25129,GALAXY,0.1056506,2974,54592,190
19.57227,17.9101,16.79948,16.43579,16.11127,STAR,-0.0002794282,977,52410,234
19.17484,17.7722,17.07359,16.6647,16.38606,GALAXY,0.06193989,1423,53167,71
18.88671,16.80498,15.79169,15.31853,14.96327,GALAXY,0.08920632,2201,53904,383
19.34092,18.05026,17.15137,16.68598,16.37061,GALAXY,0.1772108,2969,54586,438
18.86059,17.84007,17.38026,17.06625,16.87727,GALAXY,0.04102344,1423,53167,204
19.25049,17.28996,16.33399,15.88478,15.54445,GALAXY,0.07469712,2201,53904,393
19.28361,17.49834,16.59608,16.15089,15.82416,GALAXY,0.08544325,1854,53566,445
18.64391,16.86134,15.97714,15.54374,15.20396,GALAXY,0.0996661,1822,53172,545
19.1601,18.32235,18.06412,17.93463,17.93202,STAR,-0.0004570272,2188,54595,223
19.10082,18.10323,17.72981,17.49774,17.31095,GALAXY,0.03651829,2969,54586,424
15.89747,15.57188,15.8778,16.12067,16.3707,STAR,0.0001061348,4072,55362,118
19.53435,19.4037,19.27769,18.94239,18.88254,QSO,1.776274,343,51692,451
18.79467,17.64958,17.18646,16.97523,16.87202,STAR,-0.0002496686,1822,53172,549
18.00942,16.66393,16.22457,15.98316,15.7987,GALAXY,0.03385099,2525,54569,419
19.27916,18.07573,17.49575,17.22311,17.09853,STAR,-0.0006146212,2808,54524,157
19.42059,17.81537,17.26344,16.76646,16.54011,GALAXY,0.07490867,1571,53174,426
19.39535,17.56578,16.81181,16.43132,16.08668,GALAXY,0.06944076,2523,54572,116
18.855,17.41658,16.67452,16.24223,15.93166,GALAXY,0.05520602,1423,53167,587
17.471,16.13962,15.54773,15.21087,14.95411,GALAXY,0.03591563,2970,54589,399
18.08055,16.76618,16.33386,16.01008,15.89144,GALAXY,0.04689363,978,52441,61
19.49228,18.91638,18.79143,18.76411,18.6552,QSO,2.372562,4069,55365,964
17.76659,15.74282,14.84433,14.39991,14.06052,GALAXY,0.03438918,1692,53473,373
19.39915,18.04461,17.39173,17.06001,16.82867,GALAXY,0.07270477,2523,54572,592
19.00965,17.39153,16.69075,16.28208,16.0359,GALAXY,0.08744378,1571,53174,304
18.39592,17.35054,16.98999,16.85627,16.7974,STAR,-0.000225848,1692,53473,329
17.61124,15.78591,14.87791,14.43271,14.09273,GALAXY,0.04476631,977,52410,520
17.30092,15.66901,14.90273,14.52772,14.35437,GALAXY,0.03431937,1691,53260,557
19.28588,18.39227,18.0579,17.90981,17.86518,STAR,-0.0005837215,4058,55358,235
19.05198,17.8941,17.68631,17.62086,17.61919,STAR,-0.0004122828,2808,54524,622
19.57237,19.42102,19.37477,19.13526,18.86165,QSO,2.088961,4893,55709,630
16.21493,15.02751,14.58904,14.44668,14.40061,STAR,-0.0001314284,2808,54524,235
18.94668,17.78754,17.03443,16.63148,16.3639,QSO,0.1374866,2523,54572,169
18.49732,17.54306,17.45184,17.4541,17.50673,STAR,-0.0003654113,2524,54568,532
18.86987,17.63518,17.72769,17.82873,17.89815,STAR,-0.0005148288,1822,53172,183
16.95749,15.2255,14.54065,14.26181,14.12333,STAR,-0.0002064459,2808,54524,233
18.76435,17.43623,17.2698,17.23453,17.20037,STAR,-0.001173577,2951,54592,177
19.13885,17.77406,17.81392,17.90783,17.89585,STAR,-0.0004354458,2951,54592,164
19.45385,18.97414,18.70144,18.69059,18.68329,QSO,0.980729,5002,55710,366
19.27665,18.23416,17.81256,17.47773,17.35268,GALAXY,0.0951716,2970,54589,339
19.1201,17.75511,17.20759,17.00651,16.91754,STAR,-6.607878E-05,2177,54557,308
19.08864,18.10677,17.73763,17.58784,17.53245,STAR,-0.0005527249,5000,55715,484
17.44189,15.55889,14.74685,14.39765,14.20324,STAR,-0.0006859311,2808,54524,581
18.5711,17.1558,16.465,16.05801,15.87089,GALAXY,0.08917421,2524,54568,492
17.05451,15.18654,14.48633,14.64475,13.87515,STAR,-0.0006547666,2808,54524,271
19.33878,18.89304,18.65545,18.64883,18.57357,STAR,0.0005858932,595,52023,373
17.63848,16.95913,16.36028,15.91587,15.68959,QSO,0.1121617,1423,53167,542
18.25013,17.29584,16.93715,16.79964,16.76987,STAR,-0.0005654939,5000,55715,978
18.8165,16.93294,15.98148,15.56547,15.21172,GALAXY,0.09244404,2197,53555,42
19.24299,17.99903,17.372,16.96402,16.76223,GALAXY,0.09383722,2524,54568,152
16.5275,15.64564,15.33043,15.21168,15.19118,STAR,-0.0008067027,4072,55362,292
19.0077,17.21803,16.39818,16.00235,15.69425,GALAXY,0.07116066,1728,53228,255
19.09257,18.57911,18.60943,18.46318,18.22142,QSO,2.271902,343,51692,421
18.26621,16.57686,15.78917,15.35155,15.02783,GALAXY,0.03544774,2969,54586,411
17.77549,16.8309,16.47962,16.3262,16.26925,STAR,-0.001132629,1423,53167,516
17.90516,15.98709,15.04632,14.58702,14.20281,GALAXY,0.04518797,2951,54592,189
18.89194,17.89892,17.5816,17.45869,17.43602,STAR,-0.0007402226,2808,54524,221
18.81017,16.78793,15.7393,15.27371,14.8906,GALAXY,0.1036765,1691,53260,553
19.26097,17.25719,16.24168,15.74426,15.35593,GALAXY,0.08926077,4072,55362,842
16.99657,15.19916,14.39753,14.01671,13.69614,GALAXY,0.03329526,1658,53240,219
19.4533,17.46413,16.51312,16.0535,15.67199,GALAXY,0.07881899,343,51692,285
18.38983,16.30683,15.24749,14.72784,14.36895,GALAXY,0.08061589,5001,55719,804
19.58536,18.32635,17.4465,17.07265,16.76716,GALAXY,0.1956289,978,52441,229
19.21409,19.1136,19.11764,19.06845,18.89744,QSO,1.924058,1572,53177,130
19.44244,17.58887,16.5482,16.05567,15.69093,GALAXY,0.1391104,2200,53875,11
17.71327,16.51423,16.08172,15.9128,15.86505,STAR,-0.0001768187,2808,54524,613
19.21438,17.44392,16.52152,16.09941,15.75418,GALAXY,0,1854,53566,41
19.27472,18.05797,17.91971,17.92015,17.97097,STAR,1.122576E-05,1727,53859,58
19.41879,17.68175,16.62655,16.12044,15.7259,GALAXY,0.1372419,1691,53260,311
19.54583,18.39644,17.55071,17.12122,16.84262,GALAXY,0.1631301,595,52023,305
17.02612,15.07808,14.15418,13.69239,13.34572,GALAXY,0.03378585,2524,54568,211
19.09214,17.33451,16.54925,16.1681,15.93722,GALAXY,0.04065458,2197,53555,73
18.90793,17.78859,17.40601,17.26226,17.21854,STAR,-0.0001590866,977,52410,420
17.35678,16.07275,16.09124,16.16164,16.19332,STAR,-0.0008445139,2808,54524,395
18.89331,17.50788,16.77664,16.38861,16.11333,GALAXY,0.1040248,1728,53228,247
19.41162,18.05706,17.48624,17.24756,17.13498,STAR,-4.246447E-05,1691,53260,493
18.08214,17.02261,16.71922,16.61951,16.61355,STAR,0.0001649452,2808,54524,564
17.19531,16.08797,16.27899,16.44347,16.52064,STAR,-0.0005333463,342,51691,626
18.80344,17.59759,17.2262,17.01836,16.87197,GALAXY,0.03092996,975,52411,275
19.56187,19.12368,18.32803,17.95529,17.47523,QSO,0.3099559,1572,53177,486
18.71144,16.77021,15.85943,15.42362,15.04608,GALAXY,0.03298539,343,51692,325
19.1237,17.56036,16.98227,16.78303,16.69638,STAR,-8.86433E-05,2177,54557,330
19.55889,18.60596,18.27355,18.16898,18.09472,STAR,-3.12265E-05,4185,55469,572
19.45607,19.13664,18.96354,18.9761,18.8853,QSO,0.8708416,1691,53260,454
19.4189,18.21559,17.79677,17.60667,17.57589,STAR,-0.0001916109,3289,54910,584
17.0675,17.36981,17.81487,18.15811,18.41991,STAR,-0.0001166494,5013,55723,944
19.00362,17.43961,16.65048,16.23794,15.90045,GALAXY,0.07867321,2968,54585,501
18.91011,17.71738,17.73951,17.74151,17.7679,STAR,-0.0001849192,2950,54559,621
19.4314,17.19241,16.11312,15.62279,15.25564,GALAXY,0.1033887,1691,53260,505
17.88485,16.69023,16.5909,16.59426,16.62244,STAR,-0.0002584548,1423,53167,440
16.96126,15.98575,15.66578,15.54475,15.51175,STAR,2.828169E-05,2808,54524,400
18.48495,17.35575,16.95966,16.78242,16.771,STAR,-0.0001304499,2974,54592,241
18.27802,16.98781,16.40463,16.07554,15.86275,GALAXY,0.06944715,1822,53172,427
19.37119,17.28708,16.31174,15.892,15.53032,GALAXY,0.08756711,2200,53875,510
19.34974,18.46177,18.10532,17.93476,17.87383,STAR,-0.0006431994,4997,55738,171
18.9053,17.11681,16.27106,15.7751,15.43917,GALAXY,0.06151736,4184,55450,304
18.30356,16.83746,16.1022,15.72913,15.42962,GALAXY,0.03353775,343,51692,357
19.08925,17.45494,16.62912,16.14596,15.79981,GALAXY,0.04928867,5002,55710,268
18.33503,16.56291,15.67275,15.22526,14.9215,GALAXY,0.04207165,2197,53555,209
17.61771,15.75494,14.91302,14.55243,14.36741,STAR,-0.0001597625,2303,54629,343
